type,key,pattern,result,ingredients
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:planks'}}","['X', '#', '#']",{'item': 'minecraft:wooden_shovel'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:planks'}}","['X', 'X', '#']",{'item': 'minecraft:wooden_sword'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:writable_book'},"[{'item': 'minecraft:book'}, {'item': 'minecraft:ink_sac'}, {'item': 'minecraft:feather'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:yellow_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:yellow_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:yellow_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:yellow_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:yellow_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:yellow_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:yellow_wool'}},['##'],"{'count': 3, 'item': 'minecraft:yellow_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:yellow_concrete_powder'}","[{'item': 'minecraft:yellow_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:yellow_dye'},[{'item': 'minecraft:dandelion'}]
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:yellow_dye'}",[{'item': 'minecraft:sunflower'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:yellow_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:yellow_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:yellow_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:yellow_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:yellow_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:yellow_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:yellow_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:yellow_terracotta'}",
